title,description,identifier,licence,keywords,issued,modified,publisher.name,publisher.mbox,contactPoint.fn,contactPoint.hasEmail,landingPage,updateFrequency,theme,distribution.0.downloadURL,distribution.0.title,distribution.0.description,distribution.0.format,distribution.1.downloadURL,distribution.0.size,distribution.1.title,distribution.1.description,distribution.1.format,distribution.1.size,distribution.2.downloadURL,distribution.2.title,distribution.2.format,distribution.3.downloadURL,distribution.3.title,distribution.3.format,distribution.4.downloadURL,distribution.4.title,distribution.4.format,distribution.5.downloadURL,distribution.5.title,distribution.5.format,distribution.6.downloadURL,distribution.6.title,distribution.6.format,distribution.7.downloadURL,distribution.7.title,distribution.7.format,distribution.8.downloadURL,distribution.8.title,distribution.8.format,distribution.9.downloadURL,distribution.9.title,distribution.9.format,distribution.10.downloadURL,distribution.10.title,distribution.10.format,distribution.11.downloadURL,distribution.11.title,distribution.11.format,distribution.12.downloadURL,distribution.12.title,distribution.12.format,distribution.13.downloadURL,distribution.13.title,distribution.13.format,distribution.14.downloadURL,distribution.14.title,distribution.14.format,distribution.15.downloadURL,distribution.15.title,distribution.15.format,distribution.16.downloadURL,distribution.16.title,distribution.16.format,distribution.17.downloadURL,distribution.17.title,distribution.17.format,distribution.18.downloadURL,distribution.18.title,distribution.18.format,distribution.19.downloadURL,distribution.19.title,distribution.19.format,distribution.20.downloadURL,distribution.20.title,distribution.20.format,distribution.21.downloadURL,distribution.21.title,distribution.21.format,distribution.22.downloadURL,distribution.22.title,distribution.22.format,distribution.23.downloadURL,distribution.23.title,distribution.23.format,distribution.24.downloadURL,distribution.24.title,distribution.24.format
Annual crash stats: Speeding crashes and casualties,Crashes and casualties involving speed since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/speeding-crashes-and-casualties,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/speeding-crashes-and-casualties,Annual,transport,https://public.tableau.com/shared/QZD8GFNJQ?:display_count=n&:origin=viz_share_link&:embed=y,Casualties in crashes involving speeding,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/TGQSPZK33?:display_count=n&:origin=viz_share_link&:embed=y,,Crashes involving speeding,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Contribution of speeding to crashes,Contribution of speeding to crashes for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/contribution-of-speeding-to-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/contribution-of-speeding-to-crashes,Annual,transport,https://public.tableau.com/shared/6CXHGZ4FJ?:display_count=n&:origin=viz_share_link&:embed=y,Contribution of speeding to crashes,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/G5GYNYNJP?:display_count=n&:origin=viz_share_link&:embed=y,,Alcohol/drugs and speed in fatal crashes (2016 - 2018),Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/CR79XGNMH?:display_count=n&:origin=viz_share_link&:embed=y,Speeding in fatal crashes by road type (2016 - 2018),"TWB, PDF, CSV",https://public.tableau.com/shared/4SC8XRCQH?:display_count=n&:origin=viz_share_link&:embed=y,"Types of fatal crash where speeding was a factor (annual average,2016 to 2017-2018)","TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Speeding crashes - who dies,Who dies in a speeding crash for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/who-dies,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/who-dies,Annual,transport,https://public.tableau.com/shared/WBBBM2RP4?:display_count=n&:origin=viz_share_link&:embed=y,Who dies in crashes in which speed is a contributing factor  (2016 to 2017 - 2018),Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Drivers involved in crashes involving speeding,Drivers involved in travelling too fast for the conditions for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/drivers-involved-in-crashes-involving-speeding,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/drivers-involved-in-crashes-involving-speeding,Annual,transport,https://public.tableau.com/shared/R655H9ZK8?:display_count=n&:origin=viz_share_link&:embed=y,Drivers involved in fatal crashes by vehicle type (2016- 2018),Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/T62KB4BRT?:display_count=n&:origin=viz_share_link&:embed=y,,"Speeding drivers involved in fatal crashes by age group (annual average, 2016 - 2018)",Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/84442H6NX?:display_count=n&:origin=viz_share_link&:embed=y,Speeding drivers in fatal crashes by age and gender (2016 - 2018),"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Driver licence status and speeding,Speeding drivers involved in fatal crashes by licence type for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/driver-licence-status-and-speeding,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/driver-licence-status-and-speeding,Annual,transport,https://public.tableau.com/shared/R3XCKZHKM?:display_count=n&:origin=viz_share_link&:embed=y,Speeding drivers in fatal crashes: percentage of each licence type (2016-2018),Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/GG6XQ5BDK?:display_count=n&:origin=viz_share_link&:embed=y,,Licence status of speeding drivers in fatal crashes (2016 - 2018),Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: When speeding crashes occur,When do crashes involving speed occur for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/when-speeding-crashes-occur,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, speed",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/speeding/when-speeding-crashes-occur,Annual,transport,https://public.tableau.com/shared/QCZGKGNS2?:display_count=n&:origin=viz_share_link&:embed=y,"Fatal and injury crashes with driver speeding as a factor by time of day and day of week (annual average, 2016 - 2018)",Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/S96Y93PF7?:display_count=n&:origin=viz_share_link&:embed=y,,Fatal crashes involving speeding by time of day and day of week (2016 - 2018),Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Alcohol and drug crashes,Overview of crashes involving alcohol and drugs for the latest available year,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs,Annual,transport,https://public.tableau.com/shared/N9B4SY3C6?:display_count=n&:origin=viz_share_link&:embed=y,Deaths in crashes involving alcohol and drugs since 1990,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/8W4QBPDK6?:display_count=n&:origin=viz_share_link&:embed=y,,Relative risk of fatal crash by blood alcohol level,Annual crash stats,"TWB, PDF, CSV",,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs,Relative risk of fatal crash by blood alcohol level by age,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Alcohol and drug crashes and casualties,Crashes and casualties involving alcohol and/or drugs since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/alcohol-and-drug-crashes-and-casualties,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/alcohol-and-drug-crashes-and-casualties,Annual,transport,https://public.tableau.com/shared/RBDGG33KB?:display_count=n&:origin=viz_share_link&:embed=y,Casualties in crashes involving alcohol/drugs as a contributing factor,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/9J6SXDD4Y?:display_count=n&:origin=viz_share_link&:embed=y,,Crashes involving alcohol/drugs as a contributing factor,Annual crash stats,"TWB, PDF, CSV",,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/alcohol-and-drug-crashes-and-casualties,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Contribution of alcohol/drugs to crashes,Contribution of alcohol/drugs to crashes for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/contribution-of-alcoholdrugs-to-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/contribution-of-alcoholdrugs-to-crashes,Annual,transport,https://public.tableau.com/shared/6KH6F7F93?:display_count=n&:origin=viz_share_link&:embed=y,Percentage of crashes with alcohol/drugs as a contributing factor (2016-2018),Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/QHCX3N23C?:display_count=n&:origin=viz_share_link&:embed=y,,Alcohol/drugs and speed in fatal crashes,Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/7MMQB3SM6?:display_count=n&:origin=viz_share_link&:embed=y,Alcohol/drugs in fatal crashes by road type (2016 - 2018),"TWB, PDF, CSV",https://public.tableau.com/shared/6GPTHKMMR?:display_count=n&:origin=viz_share_link&:embed=y,"Types of fatal crash where alcohol/drugs were a contributing factor (annual average, 2016 to 2017-2018)","TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Who dies in alcohol and drug crashes,Who dies in alcohol and drug crashes for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/who-dies-in-alcoholdrug-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/who-dies-in-alcoholdrug-crashes,Annual,transport,https://public.tableau.com/shared/RSD5Y2PFZ?:display_count=n&:origin=viz_share_link&:embed=y,Who dies in alcohol/drug crashes (2016 to 2017-2018),Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Drivers affected by alcohol and drugs,Drivers affected by alcohol and drugs  for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/drivers-affected-by-alcohol-and-drugs,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/drivers-affected-by-alcohol-and-drugs,Annual,transport,https://public.tableau.com/shared/BG4QB4HYZ?:display_count=n&:origin=viz_share_link&:embed=y,Drivers involved in fatal crashes by vehicle type (2016 to 2017 - 2017 to 2018),Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/CNFTGYFMF?:display_count=n&:origin=viz_share_link&:embed=y,,Alcohol/drug affected drivers involved in fatal crashes by age group (annual average),Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/52YWHKCX7?:display_count=n&:origin=viz_share_link&:embed=y,Drivers in fatal crashes who were affected by alcohol/drugs by age and gender,"TWB, PDF, CSV",https://public.tableau.com/shared/K5SGD7Z7R?:display_count=n&:origin=viz_share_link&:embed=y,Alcohol/drug affected drivers in fatal crashes (select groups),"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Licence status and gender of drivers affected by alcohol and drugs,Licence status and gender of drivers affected by alcohol and drugs  for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/licnece-status-of-drivers-affected-by-alcohol-and-drugs,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/licnece-status-of-drivers-affected-by-alcohol-and-drugs,Annual,transport,https://public.tableau.com/shared/569XDJ2SJ?:display_count=n&:origin=viz_share_link&:embed=y,Drivers in fatal crashes - percentage of each licence status affected by alcohol/drugs,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/PXH9M3XMW?:display_count=n&:origin=viz_share_link&:embed=y,,Licence status of drivers affected by alcohol/drugs in fatal crashes,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: When alcohol and drug crashes occur,When alcohol and drug crashes occur for the latest 3 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/when-alcohol-and-drug-crashes-occur,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, alcohol, drugs",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/alcohol-and-drugs/when-alcohol-and-drug-crashes-occur,Annual,transport,https://public.tableau.com/shared/4XRB4FKWX?:display_count=n&:origin=viz_share_link&:embed=y,Fatal crashes with driver alcohol/drugs as a factor by time of day and day of week,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/XDX6J4SBQ?:display_count=n&:origin=viz_share_link&:embed=y,,Fatal crashes involving alcohol/drugs by time of day and day of week,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Overseas driver crashes,Overview of crashes involving overseas drivers for the latest available year,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes,Annual,transport,https://public.tableau.com/views/Overseasdriverheadlinesnew_0/Overseasdriverheadlinesnew?:embed=y&:display_count=n&:origin=viz_share_link,Deaths in crashes involving overseas drivers since 1990,Annual crash stats,"TWB, PDF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Overseas driver crashes and casualties,Crashes and casualties involving overseas drivers since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/overseas-driver-crashes-and-casualties,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/overseas-driver-crashes-and-casualties,Annual,transport,https://public.tableau.com/views/Overseasdriverscrashesandcasualties/Overseasdriverscrashesandcasualties?:embed=y&:display_count=n&:origin=viz_share_link,Casualties - overseas driver involved,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/5NWKMQ4XX?:display_count=n&:origin=viz_share_link&:embed=y,,Casualties - overseas driver at fault,Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/4P9WTK2TQ?:display_count=n&:origin=viz_share_link&:embed=y,Casualties - overseas driver failed to adjust to NZ conditions,"TWB, PDF, CSV",https://public.tableau.com/shared/G8XHSRS79?:display_count=n&:origin=viz_share_link&:embed=y,Crashes - overseas driver involved,"TWB, PDF, CSV",https://public.tableau.com/shared/CBY55KTH6?:display_count=n&:origin=viz_share_link&:embed=y,Crashes - overseas driver at fault,"TWB, PDF, CSV",https://public.tableau.com/shared/RTSS5J3CK?:display_count=n&:origin=viz_share_link&:embed=y,Crashes - overseas driver failed to adjust to NZ conditions,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Overseas drivers involved in crashes,Overseas drivers involed in crashes since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/overseas-drivers-involved-in-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/overseas-drivers-involved-in-crashes,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Overseasdriverstimeseries?:embed=y&:display_count=n&:origin=viz_share_link,Overseas drivers involved in crashes,Annual crash stats,"TWB, PDF, CSV",https://public.tableau.com/shared/W8MNGQNRB?:display_count=n&:origin=viz_share_link&:embed=y,,Overseas drivers at fault in crashes,Annual crash stats,"TWB, PDF, CSV",,https://public.tableau.com/shared/4MBPT8G49?:display_count=n&:origin=viz_share_link&:embed=y,Overseas driver who failed to adjust to NZ conditions,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Types of overseas drivers involved,Types of overseas drivers involved in crashes since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/types-of-overseas-drivers-involved,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/types-of-overseas-drivers-involved,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Typesofdrivers?:embed=y&:display_count=n&:origin=viz_share_link,Types of overseas drivers involved in crashes by region and visitor status,Annual crash stats,"TWB, PDF, CSV",https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/types-of-overseas-drivers-involved,,Top 2- Country of origin of overseas licence holders drivers involved in fatal or injury crashes,Annual crash stats,csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Where do crashes involving overseas drivers occur?,Where crashes involving overseas drivers occur in New Zealand for the latest available year,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/where-do-overseas-driver-crashes-occur,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/where-do-overseas-driver-crashes-occur,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Wheredocrashesoccur?:embed=y&:display_count=n&:origin=viz_share_link,Where do crashes involving overseas drivers occur?,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Road types and types of crashes (overseas drivers),Road types and types of crashes involving overseas drivers for the latest 5 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/road-types-and-types-of-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/road-types-and-types-of-crashes,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Roadtype?:embed=y&:display_count=n&:origin=viz_share_link,Overseas drivers involved in crashes - by road type and crash type,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: When do crashes involving overseas drivers occur?,When crashes involving overseas drivers occur  for the latest 5 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/when-do-crashes-involving-overseas-drivers-occur,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/when-do-crashes-involving-overseas-drivers-occur,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Whendocrashesoccur?:embed=y&:display_count=n&:origin=viz_share_link,Time of day for overseas licence holder fatal and injury crashes,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Factors contributing to overseas drivers crashes,Factors contributing to crashes involving overseas drivers  for the latest 5 year period,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/factors-contributing-to-overseas-driver-crashes,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, overseas driver, visitor",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/overseas-driver-crashes/factors-contributing-to-overseas-driver-crashes,Annual,transport,https://public.tableau.com/views/Overseasdrivers_27Nov2018_0/Contributingfactors?:embed=y&:display_count=n&:origin=viz_share_link,Driver factors contributing to crashes for at fault (overseas) drivers,Annual crash stats,"TWB, PDF, CSV",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Motorcycling crashes,Summary of crashes involving motorcycles since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/motorcycling,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, motorcycle",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/motorcycling,Annual,transport,https://public.tableau.com/views/motorcyclingheadlinesnew_0/motorcyclingheadlinesnew?:embed=y&:display_count=n&:origin=viz_share_link,Motorcylist deaths since 1990,Annual crash stats,"TWB, PDF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Motorcyclist crashes and casualties,Motorcyclist crashes and casualties since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/motorcycling/motorcyclist-crashes-and-casualties,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, motorcycle",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/motorcycling/motorcyclist-crashes-and-casualties,Annual,transport,https://public.tableau.com/shared/9MJPM25W5?:display_count=n&:origin=viz_share_link&:embed=y,Motorcyclist casualties since 1990,Annual crash stats,"TWB, PDF",https://public.tableau.com/shared/F3NYSNN37?:display_count=n&:origin=viz_share_link&:embed=y,,Crashes involving motorcyclists since 1990 by injury type,Annual crash stats,"TWB, PDF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Annual crash stats: Cycling crashes,Summary of cycling crash stats since 1990,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/cycling,https://creativecommons.org/licenses/by/4.0,"safety, accidents, deaths, injuries, cycling, bicycles",,20-12-2019,Ministry of Transport,MoTAnalytics@transport.govt.nz,Ministry of Transport,MoTAnalytics@transport.govt.nz,https://www.transport.govt.nz/mot-resources/new-road-safety-resources/cycling,Annual,transport,https://public.tableau.com/views/Cyclingheadlinesnew/Cyclingheadlinesnew?:embed=y&:display_count=n&:origin=viz_share_link,Deaths cycling since 1990,Annual crash stats,"TWB, PDF",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
